skills,matched_score
financial analyst,0.7270833333333334
faxing,0.7270833333333334
customer service skills,0.7270833333333334
vision systems,0.726904762
plc 5,0.726904762
paint,0.726904762
machine tools,0.726547619
inventory control,0.7261155416770834
purchasing,0.7260638528203464
printers,0.72601190475
cisco,0.72601190475
apqp,0.7257738094821429
shipping,0.7257208994656085
data acquisition,0.7257142856428571
labview,0.7256031746071429
migration,0.7255476190357143
rest,0.725291666625
soap,0.725291666625
autocad,0.7251964285734127
dec,0.7250297619166667
self-motivated,0.7247579364880953
packaging,0.7244315475863096
transportation,0.7243642857095237
instructor,0.723940476197619
systems integration,0.7239285714642857
process analysis,0.7239285714642857
enterprise software,0.7239285714642857
people development,0.7239285714642857
product excellence,0.7239285714642857
solution design,0.7239285714642857
coaching/mentoring,0.7239285714642857
software testing,0.7238888888690477
proactive,0.723630952375
manual testing,0.7235119047142857
hiring,0.7232440476011905
spss,0.7231166666547619
requirements gathering,0.7230952381011905
marketing and sales,0.7229166666785715
cost reduction,0.7228769841666667
microsoft applications,0.7225396825238095
microsoft visio,0.7219047619404761
consulting,0.721826190477381
html5,0.7217797618571428
quality control,0.7216653439232804
programming,0.7216335978888889
c/c++,0.7214880951785715
database management system,0.7214285714285714
calculus,0.7214285714285714
correlation analysis,0.7211904761785713
principal component analysis,0.7211904761785713
cluster analysis,0.7211904761785713
crm,0.7206150793591269
peoplesoft,0.7205238095190476
quality,0.7204497354479718
wiring,0.7201785714285714
system administrator,0.7198809523571429
dmf and project work process,0.7198809523571429
film,0.7198809523571429
spc,0.7198809523571429
written and verbal communication skills,0.7198809523571429
paper converting equipment,0.7198809523571429
facility and plant modifications,0.7198809523571429
groupwise,0.7196309523809523
instructing,0.7196309523809523
academic,0.7194494047589286
repairs,0.7193809523904763
ansys,0.7192857142946429
first aid,0.7192261904821429
natural,0.7191865079166666
negotiations,0.7191666666587302
vhdl,0.7190277777499999
strong interpersonal skills,0.7186904761904762
annual reports,0.7186011904761905
materials,0.7185249433163265
adaptability,0.7182738095357143
kanban,0.7180892856607143
scrum,0.7175663265153062
de-bugging,0.7173809523571428
linux os,0.7173809523571428
sonet,0.7173809523571428
t1,0.7173809523571428
iso 9000,0.7173809523571428
cadence,0.7173809523571428
ethernet,0.7173809523571428
rehabilitation,0.7166666666666667
seminars,0.7166666666666667
physical therapy,0.7166666666666667
assisted living,0.7166666666666667
marketing/sales,0.7166666666666667
internal medicine,0.7166666666666667
interpersonal and communication,0.7166666666666667
orthopedics,0.7166666666666667
supply chain,0.7165476190833333
mathematics,0.7163690476160715
marketing strategy,0.715952380952381
inside sales,0.715952380952381
direct mail,0.715952380952381
marketing & sales,0.715952380952381
graphic design,0.715952380952381
trainer,0.7155952381071428
lecturer,0.7153273809583334
inspection,0.7152838827948719
data collection,0.7152261904595238
communicator,0.7151488095238095
sequential analysis,0.7151190476071428
data exploration,0.7151190476071428
maintain records,0.7150000000059524
customer relationship management,0.714952380952381
pr,0.7147619047499999
electrical test,0.7147619047499999
biotechnology,0.7147619047499999
entry level,0.7147619047499999
through-hole,0.7147619047499999
electrical engineer,0.7147619047499999
corrective maintenance,0.7147619047499999
sensor,0.7147619047499999
preventive maintenance,0.7147619047499999
sensors,0.7147619047499999
electrical mechanical,0.7147619047499999
control system design,0.7147619047499999
medical devices,0.7147619047499999
estimation,0.7147619047499999
surface mount,0.7147619047499999
mechanical/electrical engineer,0.7147619047499999
temperature,0.7147619047499999
schematic,0.7147619047499999
dmm,0.7147619047499999
pneumatics,0.7147619047499999
mechanical technician,0.7147619047499999
project manager,0.7147619047499999
and humidity,0.7147619047499999
production process,0.7147619047499999
first article inspection,0.7147619047499999
test engineer,0.7147619047499999
industrial machinery,0.7147619047499999
circuit boards,0.7147619047499999
audio,0.7144761904714285
routers,0.714285714267857
team leadership,0.7141014743749999
customer support,0.7138888888968254
written communication,0.713565476142857
scanning,0.7135565476041668
engineer,0.7134761904607143
record keeping,0.7134380952333333
arduino,0.713392857125
asp,0.7133273809107142
hp,0.7133184523839285
phone,0.7132797618952381
team management,0.7131944444285714
organizing,0.7131150793571429
banking,0.7130476190488095
data entry,0.7125892857113095
strategic plans,0.7124107143154762
servers,0.7122222222083333
coding,0.7121785714285714
developer,0.7118749999940476
supervising,0.7118601190892857
spanish,0.711860119032738
mailing,0.7115660475992064
communication skills,0.7114246032023809
bluebeam,0.7112499999523809
imaging,0.7109523809444445
network protocols,0.7108928570892857
tcp/ip,0.7108928570892857
system administration,0.7108928570892857
os,0.7108333333303571
api design,0.7108333333214285
ms visio,0.7106746031666666
marketing material,0.7101190476190476
training manuals,0.7101190476190476
script,0.7101190476190476
outside sales,0.7099404761904762
sharepoint,0.7098437499955358
repairing,0.7098363095357143
contract administration,0.7095238095238096
adobe photoshop,0.7094246031349206
editing,0.709394841263889
budget forecasting expertise,0.7093154761904762
advanced computer proficiency (pc and mac),0.7093154761904762
decisive,0.7091666666428571
webgl,0.7088095238214286
opengl,0.7088095238214286
valgrind,0.7088095238214286
sqlite,0.7088095238214286
pl/pgsql,0.7088095238214286
funds,0.7087276785714286
supervisory,0.7086111111190476
mail,0.7085629251445578
bi,0.7085565476190476
police,0.70851190475
a+,0.7084523809285714
laptops,0.7084523809285714
ftp,0.7084285714071429
swift,0.7083928570535714
direction,0.7083809523690476
modeling,0.7082500000095239
cloud,0.708015873
hardware design,0.7077678572142857
cable,0.7076785714285714
windows xp/vista,0.7074999999642857
technical writing,0.7074999999464285
networks,0.7072817460079366
unix,0.707202380922619
periodic financial reporting expert,0.7071428571428572
general ledger accounting skills,0.7071428571428572
c#,0.7069487179478022
publisher,0.7068849206388889
competitive,0.7066666666666667
microsoft office - word,0.7065476190000001
"experienced with microsoft office - word, excel, outlook, sharepoint & costpoint",0.7065476190000001
administrative assistant,0.7065476190000001
reception,0.7065476190000001
office equipment,0.7065476190000001
econometrics,0.70630952375
scorecard,0.70630952375
troubleshoot,0.7059642857357143
writer,0.7058333333303571
rdbms,0.7058035713839285
coaching,0.7057718254206349
"public relations software: bacon's mediasource, factiva",0.7053571428571429
"desktop publishing software: photoshop, illustrator, html",0.7053571428571429
"sales software: salesforce.com, tapscan",0.7053571428571429
accounts receivable professional,0.7053571428571429
microsoft office applications,0.7051130952321428
testing,0.7050555555357143
processes,0.7049835796481937
wireshark,0.7049404761250001
visio,0.7048214285809523
new product development,0.7047916666785714
book,0.7047103174742064
consultant,0.7047023809642857
hr,0.7047023809428571
mechanical,0.7044837662402598
market trends,0.7044642857023808
material science,0.7043452380892857
selenium (automated testing),0.7040476190714287
documentation,0.7040227591015406
research,0.7038240165631471
detail-oriented,0.7038095237896825
microsoft windows,0.7036011904494047
self-starter & self-motivated,0.7035714285714285
hungry for growth and continuous learning,0.7035714285714285
proactive and energetic,0.7035714285714285
careful and active listener,0.7035714285714285
fluent in spanish,0.7035714285714285
email,0.703398809514881
json,0.7033809523642858
trouble shooting,0.7033333333392857
marketing strategist,0.7032142857142858
technical sales,0.7032142857142858
presenter,0.7032142857142858
microsoft dynamics,0.7032142857142858
indesign,0.7032142857142858
ms outlook,0.7032142857142858
marketing plans,0.7032142857142858
photoshop,0.7032142857142858
illustrator,0.7032142857142858
media relations,0.7032142857142858
problem-solver,0.7032142857142858
adobe creative suite,0.7032142857142858
creativity,0.7032142857142858
content development,0.7032142857142858
competitive analysis,0.7032142857142858
client support,0.7032142857142858
business solutions,0.703214285672619
software engineer/developer,0.7030952381428571
customer care,0.7030892856964286
promotion,0.702857142845238
microsoft office,0.7028126984170634
simulations using witness13 and simio,0.7023809524642858
philosophy,0.7023809524642858
sas-stat,0.7023809524642858
product development and design,0.7023809524642858
layout design,0.7023809524642858
"ms office suite (word, excel, project, powerpoint, access, outlook, visio)",0.7023809524642858
grinders,0.7023809524642858
erp-sap,0.7023809524642858
lathe,0.7023809524642858
game theory,0.7023809524285715
social networks,0.7023809524285715
analysis of algorithms,0.7023809524285715
cryptography,0.7023809524285715
combinatorial optimizations,0.7023809524285715
bounded rationality,0.7023809524285715
new business development,0.7022978735603448
supervision,0.7022867063561508
strategy,0.702074829930272
astm material testing and chemical evaluations of materials,0.7020238095714285
iso 9001/as9100 standards,0.7020238095714285
proe,0.7020238095714285
design and drafting of custom seal solutions,0.7020238095714285
algore fea,0.7020238095714285
bluehill testing software,0.7020238095714285
process engineering & qa management,0.7020238095714285
new product design and development,0.7020238095714285
plastics manufacturing processes,0.7020238095714285
windows 2000,0.7020238094821429
automation,0.701738095252381
aia,0.7017261904880953
cnc,0.7015476190714286
ms project,0.7014880952321428
teaching,0.701392857147619
information technology,0.7012857142880953
ms office: pivot tables,0.7011904761904761
ms office: v-look up,0.7011904761904761
pega,0.7011904761904761
company platforms: dras,0.7011904761904761
company platforms: business objects,0.7011904761904761
ms power point,0.7011904761904761
company platforms: workbench,0.7011904761904761
ms office: outlook,0.7011904761904761
ms office: database,0.7011904761904761
expert in ms office suite,0.7011904761904761
lombardi,0.7011904761904761
internet,0.7011904761904761
eagle accounting system,0.7011904761904761
company platforms: lombardi,0.7011904761904761
superior research skills,0.7011904761904761
company platforms: pega,0.7011904761904761
company platforms: eagle,0.7011904761904761
dras,0.7011904761904761
emperical modelling,0.7008333333928572
k-means clustering,0.7008333333928572
presentations,0.7008184523869048
manufacturing process controls,0.7006547618571428
technical plan execution aptitude,0.7006547618571428
exceptional time management,0.7006547618571428
strong leader,0.7006547618571428
operational analysis,0.7006547618571428
technical interface,0.7005952381428572
mechanical component troubleshooting,0.7005952381428572
electronic & mechanical technology,0.7005952381428572
safety compliance,0.7005952381428572
staff development/leadership,0.7005952381428572
maintenance management,0.7005952381428572
lean/six sigma principles,0.7005952381428572
quality assurance/control,0.7005952381428572
network,0.7002922077770563
mechanical engineering,0.700119047642857
"aws(emr,ec2,s3)",0.7001190475714285
hive(hql),0.7001190475714285
ssms,0.6998809524285715
dax,0.6998809524285715
etl,0.6998809524285715
client,0.6997924430574534
estimating,0.6997023809821429
trello,0.6996428571071428
quick test professional,0.6996428571071428
business processes,0.6996428571071428
automation tools,0.6996428571071428
streak crm,0.6996428571071428
chemistry,0.6996428571071428
hp qtp,0.6996428571071428
hp alm quality center,0.6996428571071428
event management,0.6996428571071428
vb script,0.6996428571071428
benefits,0.6996031745952381
api,0.6995461309508928
ssrs,0.6993928571071428
relational database design,0.6993928571071428
jquery,0.6993928571071428
dts,0.6993928571071428
mssql,0.6993928571071428
iis 6,0.6993928571071428
agile coach,0.6993928571071428
product owner,0.6993928571071428
scrum master,0.6993928571071428
ssis,0.6993928571071428
iis 5,0.6993928571071428
web application development,0.6993928571071428
inventor,0.6992817460714286
scheme,0.6992063491984127
safety,0.6991071428746868
pcs,0.6988095238214286
crystal ball,0.6988095238214286
spc++,0.6988095238214286
exceptional interpersonal communication,0.6988095238214286
pascal,0.6988095238214286
statistical analysis: jmp,0.6988095238214286
staff training/development,0.6988095238214286
effective leader,0.6988095238214286
data view,0.6988095238214286
prolith (modeling),0.6988095238214286
consistently meet goals,0.6988095238214286
doe (design of experiment),0.6988095238214286
efficient multi-tasker,0.6988095238214286
profit,0.6986607142857143
delivery,0.6983928571529304
approach,0.6983809523833333
producing,0.6983333333928572
marketing strategies,0.6981930317420635
lan,0.6979166666428571
windows,0.6979067460185185
application support,0.6978571428571428
access,0.6977247023740079
databases,0.6977232142708333
apple,0.6975396825357143
carpentry,0.6975357143095238
problem solving,0.697043650765873
great plains,0.6967261904791666
sdlc,0.696428571375
graphic,0.6960714285674603
physics,0.6958571428571428
solidworks 2005,0.6955952380714285
tube furnaces,0.6955952380714285
electrical drafting,0.6955952380714285
telecommunication,0.6952380952142857
business associate,0.6952380952142857
presales,0.6952380952142857
m&e,0.6952380952142857
logistics,0.6950817190476191
corporate finance,0.6949404761904762
risk management,0.694590449997619
rest apis (graphql),0.6944047619285715
conferences,0.6941865079365079
troubleshooting,0.6940689223195489
progress,0.6940189075553221
strategic,0.6938452381071428
sales reports,0.6938095238095238
administrative functions,0.6938095238095238
mortgage loan,0.6938095238095238
computer applications,0.6938095238095238
team lead,0.6936404761714285
procurement,0.6934973545092593
layout,0.69345238095
jira,0.6934523809375
unity,0.6932142856428571
charts,0.6926587301746031
lucidchart,0.6926190476071429
leetcode,0.6926190476071429
postman,0.6926190476071429
numerical analysis,0.6926190476071429
gdb,0.6926190476071429
owasp zap,0.6926190476071429
fashion,0.6925595237738095
ad,0.6925297618988094
natural gas,0.6924404761964286
general ledger accounts,0.6919500000047619
billings,0.6918005952440476
pagemaker,0.6917261904761904
2k,0.6917261904761904
3d,0.6917261904761904
windows 9.x,0.6917261904761904
macro media director,0.6917261904761904
adobe illustrator,0.6917261904761904
developer 2000,0.6917261904761904
audio editing,0.6917261904761904
oracle 8i,0.6917261904761904
results-oriented,0.6916666666666667
computer systems,0.6915714285357143
video editing,0.6914880952309523
ids,0.6914285714196428
mfc,0.6914285714196428
mb,0.6914285714196428
visual c++,0.6914285714196428
rendering,0.6914285714196428
proxy,0.6914285714196428
nas,0.6914285714196428
threads,0.6914285714196428
atl,0.6914285714196428
explorer,0.6914285714196428
http,0.6914285714196428
policies,0.6912624223545548
sas,0.6912499999880952
customer service,0.6911533923296461
process improvement,0.6907842467738095
dns,0.6907142856785714
dhcp,0.6907142856785714
active directory,0.6907142856785714
process control,0.6906547619107143
meetings,0.6906240079434524
power point,0.6902827381071429
general ledger accounting,0.6902579365079365
grants,0.6900952380952381
fax,0.6900297619166667
sql server,0.6900297619107143
inventory,0.6897751831510989
strong organizational skills,0.6896626984126983
account management,0.6895826433972868
process-engineering,0.6892857143214286
pq,0.6892857143214286
waste reduction,0.6892857143214286
equipment operation,0.6892857143214286
biology,0.6892857143214286
process development,0.6892857143214286
backup,0.6891845238035714
project management,0.6891410494278499
requirement,0.6891269841190476
dc,0.6890337301686508
office,0.6889410173095238
advertising,0.6889186507896825
perl,0.6883869047321428
inventory management,0.6883471220178572
ip,0.6879761904999999
accounting system,0.6879761904761904
novell,0.6879761904285715
insurance,0.6878784013605441
vast technical knowledge,0.6877380952142857
"proficient in avg, printers, pc security systems",0.6877380952142857
knowledge of manufacturing test methodologies.,0.6877380952142857
local remoter systems support,0.6877380952142857
proficiency in tcp/ip protocols,0.6877380952142857
ability to stand and walk for hours at time.,0.6877380952142857
osha regulations,0.6877380952142857
dhcp/dns ethernet and firewall proficient,0.6877380952142857
ms office proficient,0.6877380952142857
advanced anatomy knowledge,0.6877380952142857
competency in procedure development,0.6877380952142857
database servers,0.6877380952142857
advanced knowledge of embedded systems,0.6877380952142857
engineering standards,0.6877380952142857
document management,0.6877380952142857
lan aptitude,0.6877380952142857
"microsoft excel, project and visio",0.6877380952142857
operations management,0.6874999781765874
specification,0.6871404761857143
xml,0.6870918367295918
data management,0.6868650793809523
preparation of financial statements,0.6868452380952381
business development,0.68682896353125
clerical,0.6868134920555555
snowflake,0.6867261904999999
strong communication skills,0.6866666666666666
modems,0.6866666666607143
lotus notes,0.686349206329365
staff development,0.6862499345535714
marketing,0.6862073870049434
accounting operations professional,0.6860714285714286
business objects,0.6860019841309524
content,0.6858333333293651
program management,0.6855158730277777
power distribution,0.6854910714821428
trial balance,0.6854365079365079
personnel,0.6853670634887565
written,0.6852678571413691
oil,0.684960317452381
laser,0.6847380952357143
rfp,0.6845238095119048
image,0.6844841269722222
c,0.6840072278890306
portuguese (fluent),0.6838095237857144
com,0.6836458333288691
analytical,0.6835714285714286
clients,0.6830947971803351
driving,0.6829761904801588
plc,0.68271428575
enterprise,0.6826428571357143
mac,0.6825000000059523
features,0.682232142875
ms office,0.6822264011740413
cli,0.6822142857
cash flow projections,0.681875
ap,0.6818452380892858
netscape,0.68178571425
oop,0.6813095238071428
sales presentations,0.6812457618928571
profit improvement,0.6812457618928571
team building & leadership,0.6812457618928571
market analysis/competitive positioning,0.6812457618928571
client development,0.6812457618928571
business development & sales leadership,0.6812457618928571
vendor sourcing/relations,0.6812457618928571
compliance management,0.6812457618928571
market expansion,0.6812457618928571
ca,0.6807482993265306
organizational,0.6806845238035715
reporting,0.6806235224574468
staffing,0.6804591836853742
drafting,0.6803044217670068
read,0.6802380952410714
retail,0.6802380952166667
executive presentations,0.6799999999999999
business case,0.6799999999999999
architect,0.6799999999999999
telecom,0.6799999999999999
financial modeling,0.6799999999999999
oracle financials,0.6799999999999999
analyzing market trends,0.6797619047619048
established track record of exceptional sales results,0.6797619047619048
salesforce lead management,0.6797619047619048
excellent negotiating tactics,0.6797619047619048
brand development,0.6797619047619048
skilled multi-tasker,0.6797619047619048
cognos,0.6797321428571428
direct marketing,0.6796428571428572
android,0.6796428570892857
finance,0.6796316964285715
weka,0.6795238095
html 5,0.6795238095
julia,0.6795238095
unix shell scripting (bash),0.6795238095
mac osx,0.6795238095
one note,0.6794642857142856
macess,0.6794642857142856
blackboard,0.6794642857142856
facet,0.6794642857142856
sql server 2005,0.6794642857142856
idx,0.6794642857142856
mini-tab,0.6794642857142856
adobe captivate,0.6794642857142856
heat,0.6794642857142856
cerner,0.6794642857142856
clarity,0.6794642857142856
ehrs,0.6794642857142856
echimp,0.6794642857142856
pcanywhere,0.6794642857142856
epic,0.6794642857142856
er/studio,0.6794642857142856
eclipsys,0.6794642857142856
hboc,0.6794642857142856
sharepoint foundation 2007/2010,0.6794642857142856
i-max,0.6794642857142856
forms,0.6793741496539116
sales,0.6793694269612983
"analysis (linear & non-linear static, dynamic, gd & t, tolerance analysis, design optimization)",0.6792857142857143
generating bill of materials,0.6792857142857143
advanced manufacturing,0.6792857142857143
business process improvement,0.6792857142857143
advanced material selection for rapid prototyping,0.6792857142857143
dfmea,0.6792857142857143
"cae softwares (hypermesh, abaqus, ansys, optistruct)",0.6792857142857143
3d printing,0.6792857142857143
design for manufacturing,0.6792857142857143
sculpting,0.6792857142857143
sheet metal,0.6792857142857143
"cad packages (solidworks, autodesk inventor, autocad, catia, ptc creo)",0.6792857142857143
powerpoint,0.6791731150744047
leadership development,0.6790475754285714
critical thinking,0.6789115646156462
database management,0.6788789682718254
communication/presentations,0.6788095238571429
ibm rationale doors,0.6788095238571429
project planning,0.6788095238571429
peer review,0.6788095238571429
conflict management,0.6788095238571429
cmpro,0.6788095238571429
matlab,0.6787457983109244
flexible team player,0.6787103174603174
upgrade,0.6786160714404762
linux,0.6785863094933037
cashier,0.6785714285714286
pspice,0.6785674603333334
data preparation,0.6784523809999999
webscrapping,0.6784523809999999
analytics,0.6784523809999999
pivot table,0.6784523809999999
outlook,0.6783421309853372
quality assurance,0.6782942176802721
mentoring,0.678164285697619
sap,0.6781520146561355
operating systems,0.6776488095178571
budget,0.6774940476259158
networking,0.6774675324534631
3ds max,0.6773809523571429
"windows (95, 98, 2000, xp, vista)",0.6773809523571429
creative thinker,0.6773809523571429
adobe dreamweaver,0.6773809523571429
excellent time management skills,0.6773809523571429
credit,0.6773588435391157
team building,0.6773412698214285
drawing,0.6773214285714286
human resource,0.6773214285714285
instruction,0.677281746047619
accounting systems,0.6772470238095238
erp,0.6769940476428572
experiments,0.6768253968452381
vba,0.6767261904642857
encryption,0.6765773809196428
c++,0.6765066782839722
month-end closing,0.6764484126984127
roofing,0.6763095238095238
legal,0.6762840136105442
switches,0.6762301587023809
training materials,0.6761111111111111
ms office suite,0.6760069444375
word,0.6758840375525822
college math,0.6758333333214285
technology integration,0.6758333333214285
classroom monitoring,0.6758333333214285
presentation,0.6758333333214285
esl students,0.6758333333214285
student assistance,0.6758333333214285
customer care and satisfaction,0.6758333333214285
algebra,0.6758333333214285
google docs,0.6758333333214285
grading and evaluation,0.6758333333214285
geometry,0.6758333333214285
middle school & high school math,0.6758333333214285
tutoring,0.6758333333214285
bridges,0.67579365075
catsweb,0.67571428575
injection molding,0.67571428575
trackwise,0.67571428575
manufacturing,0.67571428575
cip,0.67571428575
manufacturing yield improvement,0.67571428575
manufacturing process development and improvement,0.67571428575
stat graphics,0.67571428575
proengineer/creo,0.67571428575
digital logic,0.6756190476071428
embedded systems,0.6753571428124999
financial operations,0.675327380952381
html,0.6752862811751701
supervisory control and data acquisition,0.6749999999285714
digital design,0.6749999999285714
web design,0.6749999999285714
html programming,0.6749999999285714
cpr certified,0.6749999999285714
systems design i,0.6749999999285714
physics i,0.6749999999285714
electronics i,0.6749999999285714
vi,0.6749999999285714
cash flow,0.6748888888928571
works,0.6747976190547619
prepare financial statements,0.6747619047619048
doors,0.6747420635
video,0.6746164021177249
r programming,0.6740873015595238
business strategy,0.6739880952261904
market,0.6738852813755412
dynamic html5,0.6738492063571428
win,0.6738492063571428
sales and management,0.6738095238095239
author,0.6738095238095239
client liaison,0.6738095238095239
fiber optics,0.6736904761785715
robotics,0.6733333333035715
microsoft access,0.6732407407460317
microsoft excel,0.6732142857182539
ms excel,0.6730928571380952
project plans,0.6730922619166666
2000,0.6730476190357143
english,0.6729389880818452
software engineering,0.672764550265873
client engagement,0.6727357618928572
cold calling,0.67265254165625
project,0.672172619
multimeters,0.6721190475952381
schematics,0.6720833333428572
visual studio code,0.6720634920357144
portfolio analysis,0.6719047618571429
credit risk modeling,0.6719047618571429
fraud detection,0.6719047618571429
financials,0.6718571428571428
java programming,0.6716666666785714
contracts,0.6715385714304761
solidworks,0.6715158730297619
cobol,0.6713392857202382
directing,0.6712202380833333
utilities,0.671208333327381
vision,0.6711904761964286
software training,0.6711904761964285
year-end,0.6708783068796296
multivariate analysis,0.6707142857142857
orcad,0.6706785714285715
process engineering,0.6706746031547619
decision tree,0.6706547619107143
financial reports,0.6703035714309523
html/ css,0.6702380952678572
"sql (postgresql, oracle)",0.6702380952678572
alteryx,0.6702380952142857
workflow,0.670079365079365
excel,0.6700196340825524
predictive analytics,0.669557823117347
oscilloscope,0.6693690476249999
hydraulics,0.6693154762142858
financial,0.6692823809528571
ui design,0.6692797618928571
payroll,0.6692125850459183
spreadsheet,0.6691904761857144
data reporting,0.6688690475892857
regression analysis,0.6686904761714286
manufacturing processes,0.6683333333214286
cad,0.6682261904857143
billing,0.6677043650753968
storage area network,0.6673809523452381
github,0.6673214285535715
node.js,0.6670238095
integrator,0.6670238094880953
integration,0.6670238094880953
retail marketing,0.6670238094880953
solutions,0.6670238094880953
account reconciliation expert,0.6669146825396826
machinery,0.6666071428492064
san,0.6664625850221089
assembly,0.6664087301369047
tax software,0.665952380952381
"microsoft office including word, excel, powerpoint, outlook, publisher",0.665952380952381
assured internal controls,0.665952380952381
reconciled various general ledger fund accounts,0.665952380952381
auditing,0.665952380952381
developed reconciliation format,0.665952380952381
"office equipment such as copiers, calculators, printers, and scanners",0.665952380952381
recorded monthly transactions,0.665952380952381
ascertain accuracy of financial reporting,0.665952380952381
"bilingual spanish (fluent; speak, read, and write)",0.665952380952381
coordination,0.665952380952381
documenting operational procedures,0.665952380952381
prepared various specialty reports,0.665952380952381
thoroughness,0.665952380952381
pearl,0.6659523809285715
manufacturing systems integration,0.6659523809285715
troubles,0.6659523809285715
technical review,0.6659523809285715
project support,0.6659523809285715
blueprint understanding,0.6659523809285715
document control,0.6659523809285715
reconciling,0.6659484126944444
chatbot,0.6656547619107143
dbms,0.6654464285625
closing,0.6651777777801586
typing,0.6650555555198413
big data,0.6650396825515873
autocad civil 3d,0.6648809522857143
java,0.6648020487259136
hwinfo,0.6645238095
powershell,0.6645238095
mcafee endpoint security,0.6645238095
microsoft windows 10,0.6645238095
memtest86,0.6645238095
vmware workstation,0.6645238095
acronis true image,0.6645238095
javascript (angular),0.6643154762053571
demand creation pursuits,0.6642257618928572
interoperability,0.6642257618928572
federal government experience,0.6642257618928572
analytical and business acumen,0.6642257618928572
it support services,0.6642257618928572
advanced data analytics,0.6642257618928572
data storage,0.6642257618928572
data structures,0.663782051304945
surveys,0.663730158702381
ms word,0.6637172618928571
voip,0.6633014523571428
ms visual studio,0.6631785714821429
git,0.6630860805824176
r,0.6627949133912338
business consultant/advisor,0.6627777777777778
financial planning,0.6627777777777778
compliance/auditing/assurance,0.6627777777777778
cash flow statements,0.6627777777777778
financial performance assessment,0.6627777777777778
budgets,0.6621874999962797
ibm,0.6620833333392857
reading,0.6618720238214285
direct sales,0.6617857142857143
risk analysis,0.6616666666904761
pivot tables,0.6616269841349206
lighting designs using visual professional,0.6614285714642857
data validation,0.6613988095267856
taxes,0.6610119047619047
javascript,0.6607804232797618
content management,0.6607142856964286
view,0.6605059523690476
recording,0.6601160714017856
broadcast,0.6600396825238095
spark,0.6598333333642857
production analytics,0.65976190475
production engineering,0.65976190475
edge,0.6595238094999999
budgeting,0.6594882655058626
kubernetes,0.6594047619166666
e-mail,0.6593005952380953
fortran,0.6592857143035714
concept,0.65920068025
ruby,0.6588095238214285
page,0.6587301587242064
jde,0.658154761904762
css,0.6581113945586735
hvac,0.6576666667142858
business writing,0.6576190476190477
defect management,0.6576190476071428
electronics,0.6575095238071429
senior management,0.657232142860119
nlp,0.6572222222063492
contract negotiations,0.656547619047619
financials budgeting & forecasting,0.656547619047619
pricing proposal development,0.656547619047619
npi/jdm/odm,0.656547619047619
p & l management,0.656547619047619
pcb,0.656547619047619
key account management,0.656547619047619
statistics,0.6564211309196429
administrative,0.6563785714238095
accounting,0.6563325453085107
real estate,0.6559183673554423
upgrades,0.6558333333452381
c programming,0.6557936507738096
people soft,0.6554464285714285
cash receipts,0.655416666654762
radar,0.6553968253571428
scikit-learn,0.6553333333428571
accounts payable,0.6549833333333334
arcview,0.6548809523928572
file maintenance,0.6548809523928572
object oriented programming,0.6541666666964286
postgresql,0.6541666666666667
business to business,0.6541666666071428
business to customer,0.6541666666071428
p&l management,0.6541666666071428
contract negotiation,0.6541666666071428
total quality management,0.6541666666071428
gl,0.653906746031746
power supplies,0.6536507936666667
kafka,0.6536111110952382
army,0.6531488095059524
time management,0.6529214285773809
algorithms,0.6526984127222223
administrative support,0.6525496031706349
self motivated,0.6525297618869048
xgboost,0.6524999999821429
random forest,0.6524999999821429
personnel records maintenance,0.6523809523928571
affirmative action compliance,0.6523809523928571
hiring and retention,0.6523809523928571
exceptional interpersonal skills,0.6523809523928571
recruiting,0.6523809523928571
compensation/payroll,0.6523809523928571
compensation administration,0.6523809523928571
mediation expertise,0.6523809523928571
employee relations,0.6523809523928571
training and development,0.6523809523928571
new hire orientation,0.6523809523928571
access control,0.6522619048214285
sail point,0.6522619048214285
iam,0.6522619048214285
balance,0.6519722222162698
negotiation,0.651720238095238
data cleaning,0.6514880952053571
mba,0.6513690476190476
software developer,0.6513435373928571
teamviewer,0.6513095238392858
recuva,0.6513095238392858
erp/accounting systems proficiency,0.6511904761904762
high efficiency,0.6511904761904762
advanced utilization microsoft office suite,0.6511904761904762
high attention to details,0.6511904761904762
welding,0.6511755952410715
adobe,0.6511279761845239
budget preparation,0.6509821428571428
conversion,0.6507440476785714
cabling,0.6507440476785714
mac os,0.6506785714285714
government,0.6504662698492064
glacier tax prep,0.6503571428571429
intuit payroll,0.6503571428571429
accounting operations,0.6503571428571429
netsuite,0.6503571428571429
epicor,0.6503571428571429
office master system,0.6503571428571429
chasepaymentech,0.6503571428571429
account reconciliations,0.6502534013605442
hadoop,0.6500476190357143
verilog,0.6494880952142857
data mining,0.6493690475989327
air force,0.6492857143214286
technical documentation,0.6492857142738095
data transition,0.6491666666428572
data computation libraries in python,0.6491666666428572
bert modelling,0.6491666666428572
internet explorer,0.6490178571160714
languages,0.6486904762321428
electrical engineering,0.6485119047589285
credit risk,0.6482142856071429
ar,0.6481285714285714
tax returns,0.6478190476190476
sparkocr,0.6476190476785714
tesseract,0.6476190476785714
aws texualizer,0.6476190476785714
ibm watson,0.6476190476785714
software development,0.6475250626447369
payables,0.6475119047619048
software engineer,0.6473571428642857
business analysis,0.6472016368824404
debugging,0.6471428571607143
optimization,0.6469472789166667
telephone,0.6469270833229166
accountant,0.6468497023809523
